Id,ProductClassificationId,Isin,IsSecondaryMarket,Code,ExchangeCode,AssetId,AssetName,AssetCurrency,Currency,Status,FollowCode,IsSiat,AssetNMP,AssetIsin,AssetNMPExchangeCode,AssetDecimalPlaces,AssetRic,MarketingAssetNMPExchangeCode,MarketingAssetNMP,MarketingAssetId,MarketingAssetISIN,MarketingAssetRic,MigratedToOneFlow,MaturityDate,AssetCurrencyRaw,TodayBarrierHitDate,IssueDate,Venue,IsPanther,EsgEligible,FkAssetType,PutOrCall,Ratio,Strike,BarrierTurboCertificate,CurrentLeverage,IsQuanto,Bid,Offer,BrokerLinks,RatioSuffix,StrikeSuffix,BarrierTurboCertificateSuffix,CurrentLeverageDecimalPlaces,_asset_name,_typ,FactorLeverage,StrategyExtended,ManagementFee,AdaptionEvent,BarrierAbsoluteLevel,_spot
4710443,47,DE000SJ0NMR0,False,SJ0NMR,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2024-10-02T00:00:00,,False,,2,Put,100.0,7829.143335,7829.143335,60.9334289584899,False,1.08,1.09,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
6549381,47,DE000FC7HZA7,False,FC7HZA,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2026-04-08T00:00:00,,False,,2,Call,100.0,6839.065224,6839.065224,8.7504600875798,False,7.59,7.6,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
6950164,47,DE000FG2UAT0,False,FG2UAT,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2026-08-05T00:00:00,,False,,2,Call,100.0,7586.178918,7586.178918,54.8892941809435,False,1.19,1.2,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
3489261,47,DE000SV74FB5,False,SV74FB,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2023-06-30T00:00:00,,False,,2,Call,10.0,4918.830938,4918.830938,2.75329874692849,False,241.24,241.27,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
3489662,47,DE000SV74FP5,False,SV74FP,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2023-06-30T00:00:00,,False,,2,Call,10.0,5079.414852,5079.414852,2.92077088759618,False,227.42,227.44,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
5420016,47,DE000SX3Z8D3,False,SX3Z8D,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2025-05-12T00:00:00,,False,,2,Call,100.0,6218.460769,6218.460769,5.13258442133883,False,12.93,12.94,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
5407692,47,DE000SX3Z8R3,False,SX3Z8R,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2025-05-08T00:00:00,,False,,2,Call,100.0,6167.065026,6167.065026,4.96379967790318,False,13.36,13.37,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
6987392,47,DE000FG3EHM2,False,FG3EHM,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2026-08-17T00:00:00,,False,,2,Put,100.0,8548.029911,8548.029911,9.16141350547192,False,7.23,7.24,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
5504310,47,DE000SX310M0,False,SX310M,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2025-06-02T00:00:00,,False,,2,Call,100.0,6430.209539,6430.209539,5.9780389080653,False,11.1,11.11,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
6640421,47,DE000FE42DD6,False,FE42DD,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2026-05-07T00:00:00,,False,,2,Put,100.0,7948.610615,7948.610615,31.328361939262,False,2.09,2.1,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
6560127,47,DE000FC7KQT0,False,FC7KQT,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2026-04-09T00:00:00,,False,,2,Call,100.0,6916.478306,6916.478306,9.58440063757637,False,6.93,6.94,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
6553741,47,DE000FE3M5C3,False,FE3M5C,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2026-04-09T00:00:00,,False,,2,Call,100.0,6770.692647,6770.692647,8.11947001883346,False,8.17,8.18,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
