Basiswert,Yahoo,Produkte,Kurs EUR,Vola typisch %,Vola std %,std/MAD,Sprungtage/Jahr,groesster Tag %,engster KO %,KO in Sigma,Hebel,Spread %,Sleeve-Tagesvola %,WKN
Goldman Sachs Group,GS,224,893.2403064210708,1.7111239400967921,2.306947227623157,1.3482058041293379,1.984251968503937,8.995990357249784,10.831465890285521,6.330030009207179,8.83866160530713,1.9417475728155356,15.124045471255377,FD6CZU
GE Aerospace,GE,72,290.2995713547943,1.9563405204751039,1.914093594897564,0.9784051267479345,0.0,6.7428936394748895,12.432479253523503,6.354966900396375,7.68908678800056,1.8324607329842892,15.04247204881526,FG28CG
Vertiv Holdings Co,VRT,81,244.21980418316406,4.340992710632248,4.705063711781185,1.083868143859636,15.874015748031496,17.25775511715123,26.045742642740414,5.9999507898153,3.45207280936268,1.946107784431136,14.985422902015177,FG0MC6
Caterpillar,CAT,233,703.7060120481929,2.5561752782527805,2.7878777647725554,1.0906442091397386,1.984251968503937,9.883340382082118,15.710793287115148,6.146211263671217,5.83977925321469,1.9861830742659796,14.927499357520876,FG1VGG
Cisco,CSCO,115,94.15218158347678,1.6809838251679785,2.1484281245577748,1.2780778091919385,3.968503937007874,13.409242823617351,10.745737151379085,6.392528583851946,8.81851828369646,1.914311759343672,14.823786596841831,FG3C9P
JP Morgan Chase,JPM,164,309.1142395420898,1.0039970100537834,1.2746572976036445,1.2695827625376714,0.0,3.675648395834963,6.492070945658619,6.46622537781347,14.0796084158367,1.8264840182648419,14.135884752228133,FG0XQM
Boeing,BA,145,182.06509294320136,1.5253001149981358,2.2377223187613917,1.467070182948309,1.984251968503937,8.027207436157035,10.36203701577518,6.79344144400582,9.16101018794679,1.960784313725492,13.973289893174332,FE0623
BioNTech,BNTX,270,90.06734939759036,1.5767085925558266,3.496601410284752,2.217658625565553,7.937007874015748,21.962267112217827,10.96634608677805,6.955214259980488,8.28281546430755,1.9417475728155356,13.05958631312799,FG3MF5
Texas Instruments,TXN,98,223.289699173696,2.9812856415496087,2.934105620751247,0.9841746057000299,5.952755905511811,19.432107783060836,23.09003185968543,7.7449914687422305,4.37998043428093,1.9193857965450989,13.057972778989956,FE3LDE
CIENA,CIEN,77,274.5433950086059,5.0079848800016205,4.83531977649249,0.9655220397731963,25.79527559055118,13.659588777882092,38.48859360209806,7.685445248805465,2.54356899825581,1.9108280254777146,12.738155084505964,FC2227
Verizon,VZ,95,43.05894043725254,1.4916906459759158,1.703339620787665,1.1418853000001759,0.0,5.842084416064908,11.992017651184806,8.039212207662006,8.48906287456156,1.8518518518518534,12.663055683084897,FG3SPD
Palo Alto Networks,PANW,168,287.4389800309864,3.130119418807979,3.729360953773074,1.1914436654922578,7.937007874015748,12.831926220329892,25.458883611295374,8.133518311895811,3.93907104169976,1.8944519621109566,12.329762759688593,FE6FNC
Chevron,CVX,103,180.35935370051635,1.784193342953537,1.6152093663345495,0.905288304495491,0.0,4.586752302720221,13.685286615763737,7.670293508162765,6.87804543694455,1.9379844961240413,12.271762881128417,FD9902
Shopify,SHOP,212,126.1259201239456,3.0516514061797784,3.839214343584827,1.258077621778879,7.937007874015748,16.98296992954351,24.8714396216871,8.15015750859385,3.96081478867275,1.89274447949527,12.087026019470859,FG0RAX
MercadoLibre,MELI,127,1705.6714537786197,1.7927382040039026,2.258200810950481,1.2596378020544292,1.984251968503937,12.699931497379547,14.422738552508473,8.045089082330438,6.71533006453667,1.9999999999999927,12.038828759190881,FC9U2K
Intuitive Surgical,ISRG,74,313.78303580650714,1.876312958878346,2.9705117917280592,1.583164353085224,1.984251968503937,14.145098561851588,15.908429270903726,8.478558545166013,6.25902425562856,1.9762845849802302,11.743888320769761,FG1SZH
JD.com,JD,149,23.965370115338267,1.6760419691474757,1.9157073853721698,1.1429948775964127,1.984251968503937,8.299966303738081,15.34123500559405,9.15325229797045,6.94787596166228,0.0,11.64493170817686,FG3C97
Axon Enterprise,AXON,69,447.9792977624785,4.5188162363238815,4.71740943940507,1.0439480591144255,21.826771653543307,14.279146443119107,38.742368235205355,8.573565776758118,2.54685330226117,1.9977168949771567,11.50876205379287,FE3SRV
Walt Disney Co,DIS,113,90.8570476846273,1.9460554118518325,1.7624035243087168,0.9056286442695094,0.0,7.543783786246361,16.564482760038445,8.511824822231537,5.87246070106553,1.9736842105263175,11.42813392819578,SQ5ABJ
PayPal Holdings,PYPL,227,47.41805646410742,1.8130833318974304,3.326110818490829,1.8345052099783978,3.968503937007874,17.20498566529023,14.623696535458915,8.065650529231277,6.19892079686753,1.3513513513513526,11.239159972552857,FC20UV
Constellation Energy,CEG,166,257.8063201376936,2.608062965486179,2.2566417855811842,0.865255868222689,1.984251968503937,10.895190967020628,23.34712674938193,8.95190302471463,4.2638446936425,1.9704433497536964,11.120375436073765,FG0RKN
Kratos Defense,KTOS,60,41.91492425546565,4.126020610250205,3.9779395323642506,0.9641104366958133,17.858267716535433,13.769639283420098,34.284404840987484,8.309314974291526,2.65333887218457,1.3793103448275874,10.947730872611569,FG6AL1
Carnival,CCL,154,20.367104130808954,2.8016756741932687,2.610615719502124,0.9318051134715442,7.937007874015748,11.230158087407727,24.08110594794555,8.595251109812919,3.89758802934082,1.9230769230769247,10.919777569831055,FG3BU4
Deere and Co,DE,71,597.9075628227195,2.0735274036211027,2.1790818459603427,1.0509057378045281,0.0,6.942458574239452,18.920740555990704,9.124904991826241,5.24629530980502,1.9591141396933596,10.878337092369572,SW1WQB
Qualcomm,QCOM,151,147.00254906180066,3.0342459200651355,3.1707384099315257,1.0449839905736644,19.84251968503937,15.115385789137626,29.331650419986826,9.666866560162392,3.54448001055866,0.0,10.754824010790042,SB07P8
Take-Two Interactive Software,TTWO,165,187.75165346875536,1.8736185658524207,2.2976149512604147,1.226298134068229,0.0,6.793249832935788,15.283616978804362,8.15727238049167,5.69092318968312,1.986754966887419,10.66261934503037,FG3D08
AngloGold Ashanti,AU,65,93.95014199655768,3.747076968192522,3.7103363534440352,0.990194859870677,13.88976377952756,10.811642978285164,35.259279180606896,9.409809160556133,2.74661697506908,1.7910447761194044,10.291785207727964,FG0T98
XPeng,XPEV,90,9.263643484248579,3.19860520944954,2.764376678096228,0.8642444118860045,3.968503937007874,8.5315832457176,32.889334923174474,10.282398973780989,3.19699363480197,1.9480519480519498,10.225920494854602,FG256W
Delta Air Lines,DAL,92,69.2677065404475,2.2350271319965787,2.1579656704282546,0.9655210174117733,1.984251968503937,9.386069081823333,20.83144948553578,9.320445907485148,4.52941652860622,1.9736842105263175,10.123368833548659,FG0L8M
Exxon Mobil,XOM,124,139.02857917383824,1.3709268697665484,1.655949445691957,1.2079050182844138,0.0,5.234000171600661,12.13172536517507,8.849287028155594,7.31823967522842,1.6853932584269677,10.03277141016226,FC5GCM
Arm Holdings,ARM,149,218.1095017211704,4.7184508767559,5.483575513621982,1.1621558975288375,43.653543307086615,17.359658840383084,48.12349996739507,10.199004127490602,2.09749678529322,1.9811320754716895,9.896935545559474,FE2LYA
